"","p_id","aoi","cond1","time","cond","age","gender","familiarity","ownARobo","ICA","manipulation","AAP","ica"
"648","P31","torso","robot",0.129332731394698,"high",20,"f",0,3,-6,-1,-6,"MEDIUM"
"649","P32","arm 1","human",0.00305092478187313,"high",17,"m",0,1,-6,1,-1,"MEDIUM"
"650","P32","arm 1","robot",0.00680223371576065,"high",17,"m",0,1,-6,1,-1,"MEDIUM"
"651","P32","arm 2","human",0.0107972821225329,"high",17,"m",0,1,-6,1,-1,"MEDIUM"
"652","P32","arm 2","robot",0.0128360142502429,"high",17,"m",0,1,-6,1,-1,"MEDIUM"
"653","P32","brown toy","human",0.166751054852321,"high",17,"m",0,1,-6,1,-1,"MEDIUM"
"654","P32","brown toy","robot",0.281382598939209,"high",17,"m",0,1,-6,1,-1,"MEDIUM"
"655","P32","green toy","human",0.00161543098251959,"high",17,"m",0,1,-6,1,-1,"MEDIUM"
"656","P32","green toy","robot",0.022327621379029,"high",17,"m",0,1,-6,1,-1,"MEDIUM"
"657","P32","hand 1","human",0.0124752204525258,"high",17,"m",0,1,-6,1,-1,"MEDIUM"
"658","P32","hand 1","robot",0.0800408271421982,"high",17,"m",0,1,-6,1,-1,"MEDIUM"
"659","P32","hand 2","human",0.0237674351895012,"high",17,"m",0,1,-6,1,-1,"MEDIUM"
"660","P32","hand 2","robot",0.0546053212683894,"high",17,"m",0,1,-6,1,-1,"MEDIUM"
"661","P32","head","human",0.25860014638547,"high",17,"m",0,1,-6,1,-1,"MEDIUM"
"662","P32","head","robot",0.320578449942587,"high",17,"m",0,1,-6,1,-1,"MEDIUM"
"663","P32","leg 1","human",0.0110807300567366,"high",17,"m",0,1,-6,1,-1,"MEDIUM"
"664","P32","leg 1","robot",0.0599148125975288,"high",17,"m",0,1,-6,1,-1,"MEDIUM"
"665","P32","leg 2","human",0.00207654275773668,"high",17,"m",0,1,-6,1,-1,"MEDIUM"
"666","P32","leg 2","robot",0.0471357208051584,"high",17,"m",0,1,-6,1,-1,"MEDIUM"
"667","P32","speaker 1","human",0.0771434788916292,"high",17,"m",0,1,-6,1,-1,"MEDIUM"
"668","P32","speaker 1","robot",0.154158595263388,"high",17,"m",0,1,-6,1,-1,"MEDIUM"
"669","P32","speaker 2","human",0.0150369940519367,"high",17,"m",0,1,-6,1,-1,"MEDIUM"
"670","P32","speaker 2","robot",0.0388927076173217,"high",17,"m",0,1,-6,1,-1,"MEDIUM"
"671","P32","torso","human",0.182425232769919,"high",17,"m",0,1,-6,1,-1,"MEDIUM"
"672","P32","torso","robot",0.145832392804216,"high",17,"m",0,1,-6,1,-1,"MEDIUM"
"673","P33","arm 1","human",0.0362176136255631,"high",18,"f",0,3,-3,1,-5,"MEDIUM"
"674","P33","arm 1","robot",0.026919415465243,"high",18,"f",0,3,-3,1,-5,"MEDIUM"
"675","P33","arm 2","human",0.000961154146285758,"high",18,"f",0,3,-3,1,-5,"MEDIUM"
"676","P33","arm 2","robot",0.00120420441050906,"high",18,"f",0,3,-3,1,-5,"MEDIUM"
"677","P33","brown toy","human",0.109198312236287,"high",18,"f",0,3,-3,1,-5,"MEDIUM"
"678","P33","brown toy","robot",0.123467462260302,"high",18,"f",0,3,-3,1,-5,"MEDIUM"
"679","P33","green toy","human",0.00626883664858348,"high",18,"f",0,3,-3,1,-5,"MEDIUM"
"680","P33","green toy","robot",0.0215677274581803,"high",18,"f",0,3,-3,1,-5,"MEDIUM"
"681","P33","hand 1","human",0.024894046072869,"high",18,"f",0,3,-3,1,-5,"MEDIUM"
"682","P33","hand 1","robot",0.0347550862178952,"high",18,"f",0,3,-3,1,-5,"MEDIUM"
"683","P33","hand 2","human",0.00700455376671806,"high",18,"f",0,3,-3,1,-5,"MEDIUM"
"684","P33","hand 2","robot",0.00912427742828261,"high",18,"f",0,3,-3,1,-5,"MEDIUM"
"685","P33","head","human",0.353823894874806,"high",18,"f",0,3,-3,1,-5,"MEDIUM"
"686","P33","head","robot",0.388677337991815,"high",18,"f",0,3,-3,1,-5,"MEDIUM"
"687","P33","leg 1","human",0.0296517191879144,"high",18,"f",0,3,-3,1,-5,"MEDIUM"
"688","P33","leg 1","robot",0.0731168971371929,"high",18,"f",0,3,-3,1,-5,"MEDIUM"
"689","P33","leg 2","human",0.00358176158212782,"high",18,"f",0,3,-3,1,-5,"MEDIUM"
"690","P33","leg 2","robot",0.012440501310198,"high",18,"f",0,3,-3,1,-5,"MEDIUM"
"691","P33","speaker 1","human",0.113426664732337,"high",18,"f",0,3,-3,1,-5,"MEDIUM"
"692","P33","speaker 1","robot",0.158504655377117,"high",18,"f",0,3,-3,1,-5,"MEDIUM"
"693","P33","speaker 2","human",0.000594806325257508,"high",18,"f",0,3,-3,1,-5,"MEDIUM"
"694","P33","speaker 2","robot",0.0613541211022933,"high",18,"f",0,3,-3,1,-5,"MEDIUM"
"695","P33","torso","human",0.039253434101006,"high",18,"f",0,3,-3,1,-5,"MEDIUM"
"696","P33","torso","robot",0.11166027106867,"high",18,"f",0,3,-3,1,-5,"MEDIUM"
"697","P34","arm 1","human",0.000257994432751714,"low",18,"f",-2,1,-5,1,-9,"MEDIUM"
"698","P34","arm 1","robot",0.00219740315821499,"low",18,"f",-2,1,-5,1,-9,"MEDIUM"
"699","P34","arm 2","human",0.206865707108426,"low",18,"f",-2,1,-5,1,-9,"MEDIUM"
"700","P34","arm 2","robot",0.0611121470562256,"low",18,"f",-2,1,-5,1,-9,"MEDIUM"
"701","P34","brown toy","human",0.0892284508740205,"low",18,"f",-2,1,-5,1,-9,"MEDIUM"
"702","P34","brown toy","robot",0.179572113423093,"low",18,"f",-2,1,-5,1,-9,"MEDIUM"
"703","P34","green toy","human",0.00857745629897529,"low",18,"f",-2,1,-5,1,-9,"MEDIUM"
"704","P34","green toy","robot",0.00764483884128927,"low",18,"f",-2,1,-5,1,-9,"MEDIUM"
"705","P34","hand 1","human",0.0065601873854301,"low",18,"f",-2,1,-5,1,-9,"MEDIUM"
"706","P34","hand 1","robot",0.0268585673206206,"low",18,"f",-2,1,-5,1,-9,"MEDIUM"
"707","P34","hand 2","human",0.0483824427999185,"low",18,"f",-2,1,-5,1,-9,"MEDIUM"
"708","P34","hand 2","robot",0.0191122059415269,"low",18,"f",-2,1,-5,1,-9,"MEDIUM"
"709","P34","head","human",0.0261983162468599,"low",18,"f",-2,1,-5,1,-9,"MEDIUM"
"710","P34","head","robot",0.145377994562924,"low",18,"f",-2,1,-5,1,-9,"MEDIUM"
"711","P34","leg 1","human",0.0108289768483943,"low",18,"f",-2,1,-5,1,-9,"MEDIUM"
"712","P34","leg 1","robot",0.0637717998292326,"low",18,"f",-2,1,-5,1,-9,"MEDIUM"
"713","P34","leg 2","human",0.123480897513645,"low",18,"f",-2,1,-5,1,-9,"MEDIUM"
"714","P34","leg 2","robot",0.157727223656188,"low",18,"f",-2,1,-5,1,-9,"MEDIUM"
"715","P34","speaker 1","human",0.0673219207892064,"low",18,"f",-2,1,-5,1,-9,"MEDIUM"
"716","P34","speaker 1","robot",0.0801224770355558,"low",18,"f",-2,1,-5,1,-9,"MEDIUM"
"717","P34","speaker 2","human",0.0220441027128971,"low",18,"f",-2,1,-5,1,-9,"MEDIUM"
"718","P34","speaker 2","robot",0.0394551021683434,"low",18,"f",-2,1,-5,1,-9,"MEDIUM"
"719","P34","torso","human",0.0604691425079775,"low",18,"f",-2,1,-5,1,-9,"MEDIUM"
"720","P34","torso","robot",0.196933057226699,"low",18,"f",-2,1,-5,1,-9,"MEDIUM"
"721","P35","arm 1","human",0.0046829384208025,"low",18,"m",0,1,1,-2,-16,"MEDIUM"
"722","P35","arm 1","robot",0.000845004072900003,"low",18,"m",0,1,1,-2,-16,"MEDIUM"
"723","P35","arm 2","human",0.0257281553398058,"low",18,"m",0,1,1,-2,-16,"MEDIUM"
"724","P35","arm 2","robot",0.0146320159382882,"low",18,"m",0,1,1,-2,-16,"MEDIUM"
"725","P35","brown toy","human",0.0709222423146474,"low",18,"m",0,1,1,-2,-16,"MEDIUM"
"726","P35","brown toy","robot",0.230564055487556,"low",18,"m",0,1,1,-2,-16,"MEDIUM"
"727","P35","green toy","human",0,"low",18,"m",0,1,1,-2,-16,"MEDIUM"
"728","P35","green toy","robot",0.00891982864137087,"low",18,"m",0,1,1,-2,-16,"MEDIUM"
"729","P35","hand 1","human",0.00200285151741462,"low",18,"m",0,1,1,-2,-16,"MEDIUM"
"730","P35","hand 1","robot",0.0399409184144151,"low",18,"m",0,1,1,-2,-16,"MEDIUM"
"731","P35","hand 2","human",0.0238033810849345,"low",18,"m",0,1,1,-2,-16,"MEDIUM"
"732","P35","hand 2","robot",0.0629503498768316,"low",18,"m",0,1,1,-2,-16,"MEDIUM"
"733","P35","head","human",0.319381831760473,"low",18,"m",0,1,1,-2,-16,"MEDIUM"
"734","P35","head","robot",0.208567811331495,"low",18,"m",0,1,1,-2,-16,"MEDIUM"
"735","P35","leg 1","human",0.0119882544639826,"low",18,"m",0,1,1,-2,-16,"MEDIUM"
"736","P35","leg 1","robot",0.0529535885684002,"low",18,"m",0,1,1,-2,-16,"MEDIUM"
"737","P35","leg 2","human",0.0111704063068526,"low",18,"m",0,1,1,-2,-16,"MEDIUM"
"738","P35","leg 2","robot",0.117315222831794,"low",18,"m",0,1,1,-2,-16,"MEDIUM"
"739","P35","speaker 1","human",0.00767445234295662,"low",18,"m",0,1,1,-2,-16,"MEDIUM"
"740","P35","speaker 1","robot",0.0832562644504155,"low",18,"m",0,1,1,-2,-16,"MEDIUM"
"741","P35","speaker 2","human",0,"low",18,"m",0,1,1,-2,-16,"MEDIUM"
"742","P35","speaker 2","robot",0.0497250515528338,"low",18,"m",0,1,1,-2,-16,"MEDIUM"
"743","P35","torso","human",0.0842708262611175,"low",18,"m",0,1,1,-2,-16,"MEDIUM"
"744","P35","torso","robot",0.198173574239644,"low",18,"m",0,1,1,-2,-16,"MEDIUM"
"745","P36","arm 1","human",0.00243567112499151,"low",19,"m",1,1,4,-2,1,"HIGH"
"746","P36","arm 1","robot",0.00395807366551186,"low",19,"m",1,1,4,-2,1,"HIGH"
"747","P36","arm 2","human",0.0291397922465884,"low",19,"m",1,1,4,-2,1,"HIGH"
"748","P36","arm 2","robot",0.00882985092204568,"low",19,"m",1,1,4,-2,1,"HIGH"
"749","P36","brown toy","human",0,"low",19,"m",1,1,4,-2,1,"HIGH"
"750","P36","brown toy","robot",0.199201856385149,"low",19,"m",1,1,4,-2,1,"HIGH"
"751","P36","green toy","human",0,"low",19,"m",1,1,4,-2,1,"HIGH"
"752","P36","green toy","robot",0,"low",19,"m",1,1,4,-2,1,"HIGH"
"753","P36","hand 1","human",0.0168307420734605,"low",19,"m",1,1,4,-2,1,"HIGH"
"754","P36","hand 1","robot",0.0725221555945943,"low",19,"m",1,1,4,-2,1,"HIGH"
"755","P36","hand 2","human",0.0395070948469007,"low",19,"m",1,1,4,-2,1,"HIGH"
"756","P36","hand 2","robot",0.00805649063232999,"low",19,"m",1,1,4,-2,1,"HIGH"
"757","P36","head","human",0.350470160907054,"low",19,"m",1,1,4,-2,1,"HIGH"
"758","P36","head","robot",0.413052908443171,"low",19,"m",1,1,4,-2,1,"HIGH"
"759","P36","leg 1","human",0.0270147328399756,"low",19,"m",1,1,4,-2,1,"HIGH"
"760","P36","leg 1","robot",0.0470179502026636,"low",19,"m",1,1,4,-2,1,"HIGH"
"761","P36","leg 2","human",0.0113644633110976,"low",19,"m",1,1,4,-2,1,"HIGH"
"762","P36","leg 2","robot",0.0980528593720864,"low",19,"m",1,1,4,-2,1,"HIGH"
"763","P36","speaker 1","human",0.000290149426954882,"low",19,"m",1,1,4,-2,1,"HIGH"
"764","P36","speaker 1","robot",0.0299131412860089,"low",19,"m",1,1,4,-2,1,"HIGH"
"765","P36","speaker 2","human",0.0224212969679385,"low",19,"m",1,1,4,-2,1,"HIGH"
"766","P36","speaker 2","robot",0.0103855527088671,"low",19,"m",1,1,4,-2,1,"HIGH"
"767","P36","torso","human",0.126595491886754,"low",19,"m",1,1,4,-2,1,"HIGH"
"768","P36","torso","robot",0.194835759080604,"low",19,"m",1,1,4,-2,1,"HIGH"
"769","P37","arm 1","human",0.0116301174553602,"low",20,"m",-2,1,-8,0,-2,"LOW"
"770","P37","arm 1","robot",0.001498630916746,"low",20,"m",-2,1,-8,0,-2,"LOW"
"771","P37","arm 2","human",0.0199894765428746,"low",20,"m",-2,1,-8,0,-2,"LOW"
"772","P37","arm 2","robot",0.00714082419793313,"low",20,"m",-2,1,-8,0,-2,"LOW"
"773","P37","brown toy","human",0.126166365280289,"low",20,"m",-2,1,-8,0,-2,"LOW"
"774","P37","brown toy","robot",0.39703437372501,"low",20,"m",-2,1,-8,0,-2,"LOW"
"775","P37","green toy","human",0,"low",20,"m",-2,1,-8,0,-2,"LOW"
"776","P37","green toy","robot",0,"low",20,"m",-2,1,-8,0,-2,"LOW"
"777","P37","hand 1","human",0.0159939574988119,"low",20,"m",-2,1,-8,0,-2,"LOW"
"778","P37","hand 1","robot",0.069014554483625,"low",20,"m",-2,1,-8,0,-2,"LOW"
"779","P37","hand 2","human",0.0257077873582728,"low",20,"m",-2,1,-8,0,-2,"LOW"
"780","P37","hand 2","robot",0.0305496942871444,"low",20,"m",-2,1,-8,0,-2,"LOW"
"781","P37","head","human",0.380331319166271,"low",20,"m",-2,1,-8,0,-2,"LOW"
"782","P37","head","robot",0.239423709185126,"low",20,"m",-2,1,-8,0,-2,"LOW"
"783","P37","leg 1","human",0.01239052209926,"low",20,"m",-2,1,-8,0,-2,"LOW"
"784","P37","leg 1","robot",0.0645893240948838,"low",20,"m",-2,1,-8,0,-2,"LOW"
"785","P37","leg 2","human",0.020731179069566,"low",20,"m",-2,1,-8,0,-2,"LOW"
"786","P37","leg 2","robot",0.148229024564985,"low",20,"m",-2,1,-8,0,-2,"LOW"
"787","P37","speaker 1","human",0.0251777165240099,"low",20,"m",-2,1,-8,0,-2,"LOW"
"788","P37","speaker 1","robot",0.0577173030056864,"low",20,"m",-2,1,-8,0,-2,"LOW"
"789","P37","speaker 2","human",0.0168286667633831,"low",20,"m",-2,1,-8,0,-2,"LOW"
"790","P37","speaker 2","robot",0.00961382240829844,"low",20,"m",-2,1,-8,0,-2,"LOW"
"791","P37","torso","human",0.0740868354946025,"low",20,"m",-2,1,-8,0,-2,"LOW"
"792","P37","torso","robot",0.19154603358425,"low",20,"m",-2,1,-8,0,-2,"LOW"
"793","P38","arm 1","human",0.0105030891438658,"low",19,"m",-1,1,-4,-2,-3,"MEDIUM"
"794","P38","arm 1","robot",0.00259978605007213,"low",19,"m",-1,1,-4,-2,-3,"MEDIUM"
"795","P38","arm 2","human",0.0398635345237287,"low",19,"m",-1,1,-4,-2,-3,"MEDIUM"
"796","P38","arm 2","robot",0.0138243058895115,"low",19,"m",-1,1,-4,-2,-3,"MEDIUM"
"797","P38","brown toy","human",0.216949969861362,"low",19,"m",-1,1,-4,-2,-3,"MEDIUM"
"798","P38","brown toy","robot",0.30702519379845,"low",19,"m",-1,1,-4,-2,-3,"MEDIUM"
"799","P38","green toy","human",0,"low",19,"m",-1,1,-4,-2,-3,"MEDIUM"
"800","P38","green toy","robot",0.0188621991024072,"low",19,"m",-1,1,-4,-2,-3,"MEDIUM"
"801","P38","hand 1","human",0.00593047728970059,"low",19,"m",-1,1,-4,-2,-3,"MEDIUM"
"802","P38","hand 1","robot",0.0656571108908365,"low",19,"m",-1,1,-4,-2,-3,"MEDIUM"
"803","P38","hand 2","human",0.00917747301242447,"low",19,"m",-1,1,-4,-2,-3,"MEDIUM"
"804","P38","hand 2","robot",0.031357404335921,"low",19,"m",-1,1,-4,-2,-3,"MEDIUM"
"805","P38","head","human",0.120933193020572,"low",19,"m",-1,1,-4,-2,-3,"MEDIUM"
"806","P38","head","robot",0.337450070171651,"low",19,"m",-1,1,-4,-2,-3,"MEDIUM"
"807","P38","leg 1","human",0.0381152827754769,"low",19,"m",-1,1,-4,-2,-3,"MEDIUM"
"808","P38","leg 1","robot",0.028766451081036,"low",19,"m",-1,1,-4,-2,-3,"MEDIUM"
"809","P38","leg 2","human",0.0342770510265962,"low",19,"m",-1,1,-4,-2,-3,"MEDIUM"
"810","P38","leg 2","robot",0.122668878136869,"low",19,"m",-1,1,-4,-2,-3,"MEDIUM"
"811","P38","speaker 1","human",0.0576236761932395,"low",19,"m",-1,1,-4,-2,-3,"MEDIUM"
"812","P38","speaker 1","robot",0.0326470036868087,"low",19,"m",-1,1,-4,-2,-3,"MEDIUM"
"813","P38","speaker 2","human",0.024945596982446,"low",19,"m",-1,1,-4,-2,-3,"MEDIUM"
"814","P38","speaker 2","robot",0.0184465412735112,"low",19,"m",-1,1,-4,-2,-3,"MEDIUM"
"815","P38","torso","human",0.240559440559441,"low",19,"m",-1,1,-4,-2,-3,"MEDIUM"
"816","P38","torso","robot",0.146616548732494,"low",19,"m",-1,1,-4,-2,-3,"MEDIUM"
"817","P39","arm 1","human",0.0150689116708534,"low",18,"m",1,1,-3,0,1,"MEDIUM"
"818","P39","arm 1","robot",0.00493851393128085,"low",18,"m",1,1,-3,0,1,"MEDIUM"
"819","P39","arm 2","human",0.00730192137959128,"low",18,"m",1,1,-3,0,1,"MEDIUM"
"820","P39","arm 2","robot",0.00529673284720246,"low",18,"m",1,1,-3,0,1,"MEDIUM"
"821","P39","brown toy","human",0.117552742616034,"low",18,"m",1,1,-3,0,1,"MEDIUM"
"822","P39","brown toy","robot",0.173844859241126,"low",18,"m",1,1,-3,0,1,"MEDIUM"
"823","P39","green toy","human",0.000476190476190476,"low",18,"m",1,1,-3,0,1,"MEDIUM"
"824","P39","green toy","robot",0.00601540187678499,"low",18,"m",1,1,-3,0,1,"MEDIUM"
"825","P39","hand 1","human",0.0146004480955937,"low",18,"m",1,1,-3,0,1,"MEDIUM"
"826","P39","hand 1","robot",0.069734918002218,"low",18,"m",1,1,-3,0,1,"MEDIUM"
"827","P39","hand 2","human",0.0146530653812207,"low",18,"m",1,1,-3,0,1,"MEDIUM"
"828","P39","hand 2","robot",0.0478295859381901,"low",18,"m",1,1,-3,0,1,"MEDIUM"
"829","P39","head","human",0.168692715051938,"low",18,"m",1,1,-3,0,1,"MEDIUM"
"830","P39","head","robot",0.0976867890826651,"low",18,"m",1,1,-3,0,1,"MEDIUM"
"831","P39","leg 1","human",0.0258147192613212,"low",18,"m",1,1,-3,0,1,"MEDIUM"
"832","P39","leg 1","robot",0.104793263521537,"low",18,"m",1,1,-3,0,1,"MEDIUM"
"833","P39","leg 2","human",0.011854803777181,"low",18,"m",1,1,-3,0,1,"MEDIUM"
"834","P39","leg 2","robot",0.107734584318844,"low",18,"m",1,1,-3,0,1,"MEDIUM"
"835","P39","speaker 1","human",0.00143623966342666,"low",18,"m",1,1,-3,0,1,"MEDIUM"
"836","P39","speaker 1","robot",0.0910423045678935,"low",18,"m",1,1,-3,0,1,"MEDIUM"
"837","P39","speaker 2","human",0.000768895981430437,"low",18,"m",1,1,-3,0,1,"MEDIUM"
"838","P39","speaker 2","robot",0.0254795975754546,"low",18,"m",1,1,-3,0,1,"MEDIUM"
"839","P39","torso","human",0.291903727340621,"low",18,"m",1,1,-3,0,1,"MEDIUM"
"840","P39","torso","robot",0.294968251008411,"low",18,"m",1,1,-3,0,1,"MEDIUM"
"841","P40","arm 1","human",0.0046829384208025,"low",20,"m",-1,1,-6,-1,-7,"MEDIUM"
"842","P40","arm 1","robot",0.00157812607342997,"low",20,"m",-1,1,-6,-1,-7,"MEDIUM"
"843","P40","arm 2","human",0.00180086903387874,"low",20,"m",-1,1,-6,-1,-7,"MEDIUM"
"844","P40","arm 2","robot",0.00600531930554601,"low",20,"m",-1,1,-6,-1,-7,"MEDIUM"
"845","P40","brown toy","human",0.123188667872212,"low",20,"m",-1,1,-6,-1,-7,"MEDIUM"
"846","P40","brown toy","robot",0.240261627906977,"low",20,"m",-1,1,-6,-1,-7,"MEDIUM"
"847","P40","green toy","human",0,"low",20,"m",-1,1,-6,-1,-7,"MEDIUM"
"848","P40","green toy","robot",0,"low",20,"m",-1,1,-6,-1,-7,"MEDIUM"
"849","P40","hand 1","human",0.0127741190847987,"low",20,"m",-1,1,-6,-1,-7,"MEDIUM"
"850","P40","hand 1","robot",0.0315556515167872,"low",20,"m",-1,1,-6,-1,-7,"MEDIUM"
"851","P40","hand 2","human",0.00294317333152285,"low",20,"m",-1,1,-6,-1,-7,"MEDIUM"
"852","P40","hand 2","robot",0.0158538859391715,"low",20,"m",-1,1,-6,-1,-7,"MEDIUM"
"853","P40","head","human",0.0264121800529568,"low",20,"m",-1,1,-6,-1,-7,"MEDIUM"
"854","P40","head","robot",0.195739648454752,"low",20,"m",-1,1,-6,-1,-7,"MEDIUM"
"855","P40","leg 1","human",0.0415388010048204,"low",20,"m",-1,1,-6,-1,-7,"MEDIUM"
"856","P40","leg 1","robot",0.0703227895930044,"low",20,"m",-1,1,-6,-1,-7,"MEDIUM"
"857","P40","leg 2","human",0.00963354413930521,"low",20,"m",-1,1,-6,-1,-7,"MEDIUM"
"858","P40","leg 2","robot",0.0469080309736685,"low",20,"m",-1,1,-6,-1,-7,"MEDIUM"
"859","P40","speaker 1","human",0.221296967938488,"low",20,"m",-1,1,-6,-1,-7,"MEDIUM"
"860","P40","speaker 1","robot",0.0577391739048928,"low",20,"m",-1,1,-6,-1,-7,"MEDIUM"
"861","P40","speaker 2","human",0.020013056724213,"low",20,"m",-1,1,-6,-1,-7,"MEDIUM"
"862","P40","speaker 2","robot",0.0389708179716303,"low",20,"m",-1,1,-6,-1,-7,"MEDIUM"
"863","P40","torso","human",0.555312648516532,"low",20,"m",-1,1,-6,-1,-7,"MEDIUM"
"864","P40","torso","robot",0.383175488011934,"low",20,"m",-1,1,-6,-1,-7,"MEDIUM"
